commenter,commenter_city,content,sentiment
去*户,陕西,導遊服務周到，態度親切，講解十分認真，使我們對兵馬俑有深度的了解，也對西安留了一個好印象👍值得推薦,积极
b*5,江西,"西安兵马俑的一日游的整个旅程充满了惊喜和感动,让我对这个历史悠久的文化遗址有了更深入的了了解。兵马俑的规模和数量让我感到震撼。每一尊兵马俑都栩栩如生，仿佛能够感受到他们的气息和生命力。导游的讲解也让我更加了解了兵马俑的历史背景和制作过程，让我对古代的工匠技艺有了更深的敬佩。此外，这个一日游还提供了非常便捷的交通和导游服务。我们乘坐的车辆准时、舒适",积极
去*户,陕西,行程安排得很好，华华导游讲解很棒！,积极
去*户,陕西,今天的小帅哥门导游人非常的热情，做事细致而且讲解词十分的专业讲解的词通熟易懂。非常的满意，下次来还找门导,积极
c*程,陕西,来西安玩，兵马俑一定要去看，但不要自己买票去，一定要报个一日游团，行程紧凑，性价比又高，最主要有专业讲解。昨天晚上6点临时下的单，大概9点崔导跟我联系确认第二天上车地点和时间，第二天准时到达接到我，非常靠谱。行程的安排基本都是能精确到分钟，误差不超过3分钟，可见导游的熟练度。讲解也是非常专业，不是背台词的那种，游客随便问问题和互动崔导都可以解答，真棒。非常好的一次跟团体验，建议来西安必来临潼，且一定跟团！,积极
去*户,陕西,我们一开始购买这个团就是因为它超划算。如果自己买的话，门票都要两百多，还不算上车费，这样看的话，这里还有讲解和接送，就很方便。导游刘导和8840的司机师傅都很负责。全程没有隐性消费 ，看演出是自愿参加的不去也没啥，费用透明。刘导讲解华清宫绘声绘色，很有趣，看得出是做过功课的。为了给不看演出的团友活动，还安排了可以上去看兵谏亭，有趣丰富。之后去兵马俑，安排了景区的官方讲解朱导，真的很惊喜。没想到自己报团还能有官方讲解。讲解很细致，又照顾团友和小朋友，历史知识丰富，还有很多搞笑的民俗知识。整个讲解氛围很好。之后会去有蓝田玉购物区，这个导游也会讲买不买都可以，不买就走就行。导游全程都很照顾团内老人，很负责任。总之就是物美价廉,积极
阿*仔,陕西,今天参加长安说赵导的团，讲解很专业，服务很满意，愉快的旅行。座椅跟舒服，高级。可以手机充电，中午吃的饺子宴，满足,积极
去*户,湖南,很高兴选择长安说团让我能够遇到这样一位优秀的逍遥导游，他为我们的旅行提供了很棒的服务。首先，导游为我们详细介绍了每个景点的历史和文化背景，让我们更好地理解和欣赏它们。其次，导游非常耐心地回答了我们的问题，帮助我们解决了旅途中遇到的各种问题，比如指路等。最后，导游还为我们规划了充足的时间，让我们在各个景点拍照、购物或自由活动。午餐饺子宴好吃！冰峰好喝！推荐！,积极
去*户,湖南,来西安一定要去世界八大奇迹之一的兵马俑，兵马俑属于中国的历史文化遗产，沉睡几千年的地下兵团壮观震撼。,积极
l*4,陕西,付导游服务很好，推荐的演出很好看，还很贴心，司机7234也安排的很好，能够照顾好每一位游客，五星好评,积极
g*2,陕西,此次旅途非常愉快，导游严姐态度很好，专业知识丰富。点赞！,积极
s*8,陕西,玩的开心，服务态度很好，全程接送很方便。,积极
去*户,陕西,丁超导游服务一流专业，耐心细致，第一次来西安第一次报名旅行团，非常幸运遇到这么好的导游，强烈推荐找他！,积极
去*户,陕西,蔡导专业负责幽默风趣，整个行程安排的很好，也不是很累，讲解的内容很通俗易懂，今天天气也不错，心情也不错。,积极
去*户,陕西,付导带队，很满意，很开心，讲解专业服务热情，而且对待每一位团油都很耐心，中午的中餐也很不错，非常满意的安排，下次还会推荐朋友过来。兵马俑真的值得再来一次。,积极
去*户,陕西,感谢最帅气的兵马俑蔡导带领30人大团感受古都西安文化，特别是讲到西安事变有点动人，通过此次行程更能体会到那句哪有岁月静好，只是有人负重前行,积极
去*户,陕西,小静导游普通话非常标准，讲解的很到位很认真，大巴司机提前15分钟就会打开车里的空调，上车一点不闷热。行程安排的很合理，每个人配一个讲解器，听讲解非常方便。游玩速度可以，不快不慢还很紧凑。强烈推荐给大家,积极
去*户,福建,出发当天早上接乘客时间很准时，因为本人是一个时间观念很强的人，时间安排很合适，值得称赞！选择的长安说大V导游团真的物超所值~~每快到一个景区都会提前讲解景区特色，讲解的内容清晰易懂，还是一个很乐观的女孩子呢，服务态度也很好，脸上充满了微笑，司机师傅也很劳累呢，辛苦辛苦！值得推荐~,积极
去*户,陕西,导游浩浩态度亲切热情，始终保持耐心和微笑，让我们感到宾至如归。在行程中，还会关注我们的需求，及时为我们提供帮助。,积极
去*户,陕西,行程安排合乎心意，充分考虑到了游客的各方面需求，对团里的老年群体也非常照顾，程导带团既显温情，更显专业，充分彰显了西安文旅人独特的魅力，总体来讲不虚此行，流连忘返！,积极
去*户,陕西,行程安排真的很不错，方便很多，导游的性格超级好，很幽默，整体还是不错 蔡导人讲解非常的有趣 觉得时间过的挺别快就过去了 讲解的也很专业,积极
去*户,陕西,这个季节确实不是很好的游玩时间，不过朱导服务热情，行程送早中餐，西安的主要景点也到了，推荐,积极
c*1,陕西,和酒店对比了下，还是网上更便宜，所以在线上订了商务团。事实证明，小团贵还是有贵的道理，确实比大团体验感好很多，难得出来玩，还是享受下吧。早上去了华清宫，去的旅途中导游也一直在和我们分享讲解，来这种景点玩儿，有没有讲解的感觉真的完全不一样。看了西安事变，第一次看这种形式的剧，还是挺值得的，唯一的缺点就是演员的话很多都听不清，要是有字幕就好了。下午参观了兵马俑，和别的团合并了一下，换了个兵马俑内部的讲解，这位老师真的非常不错，整个就是让我身临其境的感觉，爱了。看了复活的军团，人真的是太多了，太影响观感。但是演员及现场呈现的效果还是很让人有感触的。总体来说，对今天的行程还是比较满意的，导游认真负责，司机师傅开车也挺稳，车内也没有异味。个人觉得物超所值，不虚此行。,积极
去*户,浙江,西安是一座充满活力和魅力的城市，无论你是喜欢历史文化还是美食购物，都能够在这里找到自己的乐趣。希望你在西安的旅程中收获满满的快乐和回忆。,积极
去*户,陕西,体验感很好，导游蔡芳小姐姐不仅人长的漂亮，还很幽默，贴心，为我们准备了冰凉贴，还准备了纸巾，零食。这是其他导游没有的贴心。真的很棒！还给我们提供了游玩攻略，避雷区。,积极
去*户,北京,大巴车很正规，一个小时车程安全送到，最最赞的就是提供兵马俑免费讲解，讲解王海霞老师讲的非常专业，非常好，生动有趣，全程很负责任，非常赞，愉快而完美的旅行,积极
去*户,陕西,张导讲解非常棒！讲解的华清宫很有意思！一整天的行程安排也非常合理！大巴超级稳而且还是VIP座椅 比较宽敞！也谢谢司机师傅——刘师傅哦！,积极
去*户,陕西,来到西安报了兵马俑+华清池的团，特别表扬张导，服务专业细致，对于每个景点的历史、文化背景都能进行深入讲解，司机刘师傅开车也特别稳，车厢内清洁干净，此次西安之旅特别开心,积极
去*户,陕西,5166的司机刘师傅开车很稳，张导的讲解也很专业，今天一天的行程安排很合理，虽然人多，但该看的该了解的都没落下，感谢张导！,积极
s*e,陕西,服务很好，没有强制消费,积极
帅*王,河南,真的特别不错！提前一天导游会电话联系确认出发时间和集合地点，导游浩浩（陈昕浩）讲解特别细致，也超级有耐心，线路安排也特别合理！已经推荐给即将要来西安玩的朋友了！全程没有任何的强制消费，大家可以冲！,积极
千*a,陕西,虽然有些累，但玩的很开心很棒！,积极
y*6,陕西,专业，敬业，服务好！棒棒哒！,积极
去*户,陕西,导游细心有耐心，讲解的很好👍点赞点赞👍点赞👍行动方便,积极
去*户,陕西,本地导游人美  热情 专业服务好,积极
去*户,山东,导游认真负责，整体的体验感很好！,积极
去*户,陕西,行程安排的很合理，张奔导游一直带领着我们，讲解非常细致，超级和蔼可亲，能照顾好每一个游客，一日游度过的非常开心与愉快！,积极
去*户,陕西,导游是张奔小哥哥，全程讲解非常细致专业，一天时间华清宫+兵马俑刚刚好，凌晨临时定的当天行程，也无缝衔接上啦，推荐给不想自己规划交通和攻略的懒人们😄,积极
去*户,陕西,首先是夸一下小静导游，全程无任何强制消费，还给发零食，行程安排的我很合理，又一次了解秦朝的历史，以及唐朝贵妃的爱情故事，吃的也很好，强烈推荐,积极
去*户,陕西,这次的旅游团总体来说很满意，行程安排合理，小静导游水平专业，普通话标准，讲解细致，整个过程收货很大。兵马俑很震撼，配合讲解更能了解以前工艺水平之敢，不虚此行。,积极
去*户,陕西,聂导讲解很仔细 对各个旅游景点很了解 讲解很明白 清楚 团队里面有小朋友 对整个团队和小朋友都很友好 热情 中午的伙食非常丰富 充分提现了陕西特色美食,积极
去*户,陕西,小胡导游服务周到，讲解到位不愧是金牌导游呀！司机也很给力，每次上车前都会提前打开空调，驾驶平稳，非常给力强烈推荐👍👍👍,积极
去*户,陕西,小胡导游很贴心，说话声音也好听，讲解内容清晰耐心幽默，比较照顾大家让人信赖，不错。司机张师傅也很好，车开的很稳，注重安全。,积极
去*户,陕西,谢谢司机和导游付导，全程下来，贴心负责，安排到位，是个良心导游，希望贵司多加培养，很美好的一天，很美好的回忆。,积极
c*8,陕西,景区人特别多，有研学学生和老人，我们的这个团，这个时间把控很好，不仅不慢讲解，娓娓道来，销售经验基本上都去到了，很开心，很不错。对了，导游叫肖遥，是一个非常不错的关中小伙。中午餐餐食管饱，色香味俱全，演出很好看，值得推荐！,积极
去*户,辽宁,报名的长安说导游团！是非常满意！我是把酒店订在了钟楼饭店，很方便。参加的是一日游。先去参观秦始皇兵马俑，还有华清宫。最后晚上还看了长恨歌的表演，小静导游服务态度非常好。全程没有购物。讲解幽默风趣！午餐饺子宴也很好吃，一人一份，很完美的一天！,积极
去*户,湖北,人真的太多了，基本很难仔细参观，进门排队处那么空旷连个遮阳棚都不舍得安装，实在是差劲，还连续进两个门排队，都没有遮阳棚，各种费用都比较贵，虽然兵马俑值得一看但是体验感实在太差了！,消极
捕*周,陕西,讲解细致，很用心导游小姐姐很可爱，好评好评,积极
f*1,陕西,小高导游认真负责，车上全程讲解没歇过。没有强制购买纪念品，还给大家做好了提醒说明了旅游哪些包含哪些不包，非常清晰透明在二环在打车去集合点，还能报销打车费非常靠谱！！,积极
去*户,山东,推荐长安说大V导游团！小赵导游声音有力，讲解十分用心，知识储备量大，而且满满正能量，无论是讲到西安事变还是秦国历史典故，都能引人入胜，这次跟团非常值得。让我在看华清宫或兵马俑时变得非常有画面感，受益匪浅。对每一个秦俑的介绍，注重细节，真的很棒。总体超赞，体验很棒，服务很好，性价比高。,积极
去*户,陕西,行程安排很合理，司机开车很稳水平很好，聂导的讲解很到位，对陕西的历史、对兵马俑、华清宫的历史有了更进一步的了解。还会再来。,积极
去*户,陕西,行程很好，很充实，蔡导专业细致，还特别帅气，全程没有额外购买要求，然后景点讲解很清楚，能让人对每个景点细节有充分的背景了解。,积极
去*户,陕西,行程不错，来西安想去的几个景点一天搞定了，导游很赞！,积极
去*户,陕西,景区人山人海，导游王导比较有耐心，讲解比较全面，以后有机会还会找他作向导。,积极
去*户,浙江,特别满意的一次行程，报名的长安说导游团，逍遥很有经验，游览过程体验很好，逍遥导游的讲解让我仿佛回到杨贵妃的时代，想象她容貌和风华。兵马俑很壮观，人比较多，但是听着逍遥导游的讲解让参观很有意义。晚上看的长恨歌也是非常震撼的，拍不出来的美，总之是很满意的旅程。,积极
月*鸢,湖南,非常惊喜的一次体验！首先，票价是真的便宜，由于担心被坑，所以提前打电话去确定了行程，没有强制消费环节，才安心购买了票。其次，导游马超讲解非常细致，对待散团也没有嫌弃的感觉。最后，居然还送了早上的零食和一顿团餐，水还是依云的～难以置信🫢体验非常好，推荐,积极
去*户,陕西,这趟西安旅程之清华宫和兵马俑非常感谢小胡导游的全程服务！人美声甜，服务到位！,积极
l*8,陕西,珠珠导游服务热情，兵马俑也很壮观。,积极
去*户,陕西,一天行程下来，王晗导游风趣幽默讲解，内容充实有趣。虽然一天走下来很累，但是收获满满。这一趟旅行很棒！回去推荐朋友也来。,积极
去*户,陕西,旅游体验很好，安排时间合理，张奔导游小哥哥服务热情，认真解答问题，积极回答问题，全程感受都很好，希望下次有机会再来旅游。,积极
去*户,陕西,张导很专业，很有责任心，每个景点都讲得很到位，很满意。6598车的师傅开车很稳，我和朋友都没有晕车。,积极
去*户,陕西,小靖导游普通话标准，讲解有趣易懂，温柔体贴，午餐量大管饱，秦皇陵兵马俑很震撼，华清宫历史底蕴深厚，行程安排合理。,积极
m*2,陕西,会提前一天电话联系，当天早上还会提前打电话，蕾蕾导游很细心，一路上都在认真讲解，让我们坐车也不觉得无聊，还听到了很多知识，特意选了冰蛋导游的团，不虚此行，态度很好，很幽默，不知不觉就听完讲解，母亲说玩的很开心。谢谢两位的耐心讲解。,积极
f*0,陕西,导游张艳着急推销她的产品，兵马俑只讲了一小时对不买她的顾客一脸不耐烦的样子   大老远领孩子去体验太差了   建议大家还是请个好点的讲解吧,消极
去*户,陕西,不靠谱，提前一天报的名，地址都发了，说是6.00到8点到酒店接，结果等到快八点没有电话，打电话没人接，信息没人回，最后打的平台电话，平台帮忙联系的，最后让我自己打车去，报销车费，我们到那，导游摇光池都讲完了，自己自由活动了半个小时，第一个景点只能说是进去了,消极
去*户,陕西,付导带队很负责任，很有耐心，司机师傅很尽责，体验感很好，五星好评,积极
去*户,陕西,金牌导游，很幽默呢，张旭宁，6年专线，四句话，美食，古都，历史，家国情怀，讲解和安排都很好。一日入长安游，半日读千年。华清池里感受爱国统一战线，西安事变历史转折。兵马俑里的，是现活的历史，更是浓浓的家国情怀。,积极
去*户,陕西,导演服务态度特别好 讲解也很清晰,积极
去*户,陕西,王晗导游讲解很细，王晗导游很帅，王晗导游那是真好，王晗导游下次还找你，全程不累，很有耐心，推荐，不错，经济划算，好好好，没想到这次玩的好，真好，那是好呀！好好好👍,积极
去*户,陕西,陈导真的是太棒了！他非常耐心、友好，还有趣味十足，让我们的旅行变得更加美好。导游的专业知识丰富，并且热情耐心地为我们讲解景点的历史和文化，使我们对当地更加了解，陈导待人友好，和蔼可亲，为我们营造了轻松愉快的旅行氛围，使我们团队成员之间的关系更加融洽。,积极
去*户,陕西,体验感很好，导游张虎很专业，介绍的很详细，历史讲清晰，了解到了很多历史内容，过程非常丰富，没有消费，终于吃的饺子和小菜都很好吃，司机开车也是安全平稳，华清池看了西安战役演出，这个建议看，确实不错，长恨歌没去，兵马俑去了，兵马俑还是挺震撼，行程满满。,积极
y*8,四川,我购买的套餐是华清池+骊山+兵马俑，游玩当天严导安排接人井然有序，游客没有到达或到达前都有及时的处理问题。时间安排的很好，处理问题的能力很强。严导和我们讲张学良、杨贵妃、讲历史、文物都是生动有趣，很有文化底蕴。服务也很好，我需要临时加买长恨歌，她都帮忙购买原价票。观看演出+☞需要再加298，别人都看，我们不看就得等，导游还加免费赠送临潼博物馆参观，观瞻到佛主舍利，要是提前带有与佛有关的物品（观音玉坠，莲花玉镯，佛珠手串等）就不用买东西来带走佛主的加持。         对于不常看演出的我来说早上另加费用的演出和长恨歌都很好看。,积极
A*n,陕西,讲解透彻易懂，导游人美心善,积极
A*n,陕西,推荐美女刘导、讲得很好👍,积极
u*8,内蒙古,行程非常愉快！刘师傅人非常好 早早的不到7点就在上车点等着我们 一路聊天也非常愉快 让我们知道了更多的关于西安的各方面知识 行程安排的也非常合理 基本上没有排队 午饭时间也正正好 而且我们每次坐大巴车回来刘师傅都在下车点等我们 我一下车就能看到他 非常非常非常好！强烈推荐！,积极
去*户,内蒙古,不错的一次出游，导游很专业，也很热心，每个景点给我们讲解的很仔细。 导游会安排好景点，游览结束后在每个景点的指定位置提前等我们，我们有时走错，他都会耐心的叫我们等在原地，然后过来接我们。一路上也跟我们讲解了很多风土人情，让我对西安有了更深入的了解,积极
去*户,,今天报的兵马俑的娜花团，我们的导游是花花，从早上到晚上，特别的辛苦，给我们讲解的每一个景点，不单单是历史，更多的是满满的正能量，收获满满，🌹🌹🌹,积极
去*户,河南,是真的好 导游和司机都很好 没有任何消费 全程带团 一步一步路走过来啊 介绍的很详细 景区值得来 消费也不高 这团费值了,积极
去*户,福建,"这个地方的工作人员服务态度好,同时风景优美,空气清新,植被覆盖率高,前往旅游的话给人一种心旷神怡之感",积极
去*户,河南,垃圾   全是人 景区一个工作人员都没有就知道圈钱没有那么高载客量 还放那么多人进来 检票检2遍 太阳底下暴晒1个小时,消极
b*2,内蒙古,这个导游什么玩意啊，全程说2个半小时，一个小时讲复活的军团表演，一个小时推销蓝田玉，吧啦吧啦的，还官方导游，死去吧，死骗子，讲的巨差，团里超级多人，根本讲不清楚，别上当，真的，体验感是最差的一次，还不如以前门口几十块的导游,消极
七*哈,陕西,差评 ！没有时间观念 ！ 只管接 ，返程的时候 等一个小时才有车 ！导游讲解的时候走的飞快 ！根本不管别人能不能听到讲解 ！该返程的时候没有安排好也就算了 ，还磨磨唧唧的不知道着急！总之 体验感极差,消极
去*户,陕西,行程非常好，没有很急，把控的很好，孙导游全程也很照顾，司机梁舒服也很好，车会停的很近，空调也提前打开了，就很舒适。真不错,积极
去*户,陕西,小贾导游服务细致周到，虽然37度高温，但是路线合理，一天下来不算太累。参观了华清池和兵马俑，增长知识，了解更多历史。,积极
去*户,陕西,付导游带队，服务热情，讲解的很专业，导游小伙儿历史知识也丰富，下次还推荐朋友过来，五星好评，天气很热但是很开心。感谢导游,积极
去*户,陕西,今天游玩了兵马俑和华清宫，导游是刘导，行程安排的合理，讲解的也很细致，玩的很开心，中午吃的我很好，是当地的特色，品尝了陕西美食，坐的车是2762，司机师傅驾驶技术也很不错。这家团不错，推荐。,积极
z*6,陕西,挺好，门票原本就要120，我们是离开之前抱团兵马俑的，前面几天走太多路了…参团有导游讲解，之前在陕西博物馆是自己买了电子讲解器，用起来感觉没导游讲的好玩动听…所以还是找了个便宜导游，团购半日游149/人包接送，早是早了一点，但早有早的好处，参观的时候人少啊，拍照走路什么的都好…导游还赠送早点，品当地特产，还送了个纪念品…绝对划算又节省体力,积极
r*5,陕西,导游超棒，玩的很开心，服务周到！大爱,积极
g*7,江苏,来看兵马俑了，骊山四顾，千古一帝,消极
依*子,广东,导游漂亮又靠谱，推荐！,积极
烈*心,辽宁,程帆带团经验非常丰富，兵马俑华山2日游行程的安排合理舒适，照顾游客的实际情况（途中有点发烧，程导知道了立马给我拿来了感冒药，很感动），热心有耐心，向游客推荐当地实惠的特色小吃，帮助游客规划游览路线，客服小管家随时咨询随时回复。选了舒适型酒店住宿，安排的川渝大酒店很干净，公交地铁都方便,积极
去*户,陕西,和闺蜜一起团的套餐，我们导游是位叫邓丽的美女姐姐，解说的非常完美，一天行程下来满满当当，早上9点出发，特别符合我们的作息，大家可以考虑一下这个出游套餐，华清园到兵马俑。,积极
去*户,陕西,综合性价比以后选的这个套餐，我们导游是位叫邓丽的美女姐姐，解说的非常完美，一天行程下来满满当当，早上9点出发，特别符合我们的作息，大家可以考虑一下这个出游套餐，华清园到兵马俑。,积极
江*玲,广东,好多人，好恐怖，一直在被推搡！但是，我爱兵马俑！,积极
q*2,陕西,不错，比官方便宜了一毛钱😂😂😂😂,积极
去*户,陕西,收获满满的一天，导游萌萌讲解到位，认真负责，照顾到每一位游客，纯玩儿没有额外消费。,积极
去*户,陕西,买的华清池和兵马俑一日游～大巴车直接到酒店门口接的，很方便。小静导游非常负责任，态度非常好，行程安排的很好，讲解详细有趣，没有任何强制消费的项目。整个行程很愉快！赞,积极
j*n,陕西,云途阿陈导游，一站式服务，很幽默，解说有趣生动，让人印象深刻，孩子了解了很多故事，学到很多知识！虽然旅游旺季人非常多，但是时间行程安排合理，有较好的体验！,积极
去*户,陕西,小胡导游服务很好，会照顾到团里的每一个人，比如：大家人没到齐他就等人到齐再出发，经验很丰富，讲解的很详细和全面，人也很好，赞👍,积极
t*3,,行程安排的满满当当～也超出了预期。收获满满～导游华华安排的也很妥当，中途帮助买票取票给旅程提供了不少便利。一路上也给讲解了很多关于名胜古迹的故事，额外推荐了美食攻略。跟着团走不操心，唯一就是8月太热。,积极
h*6,陕西,"秦俑虽无名,但千人千面，他们以血肉之躯安天下，护万里河山。岂曰无名吗，河山即名。",积极
去*户,陕西,司机准时来接，导游讲解风趣，带团认真，方方面面都能感觉到商家在认真做事，必须要给与好评，西安的经典偶属于历史文化景点，不跟团根本玩不明白，导游讲的很好，总之很开心顺利的一天,积极
去*户,陕西,专业讲解，清晰简明地介绍了西安，对于初到西安的我很实用，对大家的疑问逐一详细解答，全程时间安排非常好，不论是景点还是吃饭，我们都是最好的，该去的景点都去了，兵马俑的讲解老师讲解也很到位，全程没有强制消费。,积极
去*户,山东,导游的专业能力过硬，风趣幽默 ，知识储备非常的充足，讲解景点很细致。团餐也很不错，有几餐特色的美食 ，味道很好。,积极
去*户,陕西,行程安排合理，符合懒人习惯。两个景点没有讲解估计差很远，讲解到位，推荐来的一定要加上讲解，了解历史文化。,积极
去*户,陕西,小贾导游具备专业的知识和丰富的经验，为我们介绍了华清宫和兵马俑的历史，同时以其热情的耐心细致的服务赢得了游客们的一致好评。3922的司机师傅为我们提供了舒适的行程体验。,积极
去*户,陕西,兰导讲解非常棒，专业清晰易懂，工作细心认真，对每个景点的讲解都深入浅出，让人对这个城市有了更深入的了解，对每个景点的历史背景、文化内涵都了如指掌，让人受益匪浅，服务周到师傅开车非常稳。非常推荐此团。,积极
去*户,陕西,【赵导】的团，纯玩团，大巴也是很舒适，空调也给力。游玩过程还是不错的，赵导能够根据情况调整休息时间，解说也很专业，风格幽默风趣，也会推荐一些好吃的，好玩的，过程总体不错。,积极
去*户,陕西,小胡导游，讲解非常清楚，非常负责，全程尽心陪伴，吃的喝的玩的介绍的非常清楚，司机冯师傅车技很好，体验感非常棒，本次跟团活动非常满意！,积极
f*3,陕西,王导很贴心，给大家照顾的很好，尤其对老人还有孩子，都说对西安的景点3分靠看7分靠听，王导对华清池兵马俑的讲解非常清晰幽默，全程无任何隐形消费，靠谱,积极
去*户,陕西,蔡导人美心善，非常帅气的小姐姐，很不错哦，华清池讲解的很详细，讲解的时候绘声绘色，下次还会推介朋友来，找蔡导哦～,积极
去*户,陕西,蔡导的导游服务令人印象深刻，热情的服务态度和专业的知识水平，将那个景点变成了生动的故事，让我们置身于历史长河之中，非常好，值得推荐,积极
去*户,陕西,小胡导游服务很好，讲解仔细认真，幽默风趣，大巴车很新很舒服，中午吃的特色餐，以后有机会还会再来，推荐这家旅行社，靠谱。,积极
去*户,陕西,付导带队，开心又快乐，行程安排合理，讲解专业，服务热情，总体上很满意，下次还会推荐朋友过来，司机也很好。,积极
去*户,陕西,行成安排很合理，导游也很用心，每一个行程都特别流畅，去了兵马俑博物馆和华清宫，兵马俑大气磅礴，华清宫秀丽婉约，还是双十二事变的地方，有故事,积极
去*户,陕西,我们是报的8人团、这个行程安排的很合理🥹🫰🏻尤其小吴导游很有耐心 我们都很喜欢、8个人都相当满意这次的行程,积极
q*4,河南,因为做攻略的时候感觉到没有讲解看不懂，看到了这个通用票，在预订时间前一天就会有电话通知提醒注意事项，到了集合地点然后领讲解器跟随讲解人员，是官方的特别详细耐心脾气好，也会提醒小心商业街骗局和给我们推荐本地人好玩的地方,消极
去*户,陕西,行程很愉快，进去后在秦始皇大雕塑后面取票，工作人员会发耳麦，导游全程带领解说，每个坑按导游的线路游览，不走回头路，导游小姐姐长得很好看，讲解得也很棒，很幽默，也会讲一些关于秦始皇的历史典故，让游客都代入进去，总之很棒，价格也实惠。爱了爱了,积极
h*秃,云南,超级爱物有所值，导游小姐姐温柔负责而且说话很有趣，服务也很热情，中途全程没有任何购物，一天下来体验非常的好很开心,积极
去*户,陕西,"这次报的晚出发，时间不紧不慢，恰到好处，接我们的车辆是奔驰商务车很舒适，导游热情大方，讲解幽默风趣，引人入胜，听得大家很开心，兵马俑作为闻名于世的“世界第八大奇这是世界上最大的地下军事博物馆”世界考古史上最伟大的发现之一,堪称“世界第八大奇迹”,穿行在这些极具感染力的艺术品之间,由衷感到身为炎黄子孙的自豪感！ 饮食也不得不赞一赞，饺子宴很美味，充满了浓浓的温情！",积极
e*8,四川,想了好久决定还是如实评价，晓得我是谁我也不怕，事实如此 不晓得是不是便宜无好货，体验感差值拉满！！！上车就推荐看演出，大家都不看演出，W导游（不想说全名）立马掉脸子，说什么：你们都不去看，我的行程怎么安排？我就想问：你做导游这么多年，难道接待的每个人都去看了的？！难道你们不做两手方案？！还是平时的游客都是软柿子被你们拿捏了？！ 华清宫路上又推荐泡温泉脚，50一位，开始卖惨：演出贵你们不看，脚总不能不泡吧，说自己天天泡！然后挨个问，可能大家觉得不贵吧为换你个好脸子，选择了泡，给我说只买两张票，两个小孩到时候直接去就行，结果俩孩子鞋一脱，W导游过来告诉我：他们说大小同价，说了好久别人不干！钱我给你付过了，你微信转我就行！wtf!!聪明人都晓得，出门在外，有老有小不想起争执，我转了。 回程路上，开始为司机卖惨带产品给大家尝，送货到酒店！卖货就卖货，靠啥博取同情，你接送旅客旅行社没给司机付工钱吗？你要觉得工钱低可以不干呀，谁不养家糊口，活人能被尿憋死吗？ 十年前去兵马俑的时候，也是散团，导游负责耐心，讲了很多知识，如今二刷简直开了天眼了!!!,消极
e*6,陕西,兵马俑帅帅的 小宋姐姐棒棒哒！世界第八大奇迹很震撼！,积极
m*4,陕西,珠珠导游提供的服务非常棒！非常专业，对景点知识了解得很全面，能够详细耐心地解答我们的问题。在旅途中，他还主动为我们安排好行程，确保我们能够顺利地游览各个景点。价格也十分实惠，很值得推荐！,积极
华*2,甘肃,李拓导游的服务非常出色，他热情友好，给我们介绍景点的时候语言流畅，把景点的历史文化背景都讲得很清楚，让我们对景点有更深刻的了解。他还给我们提供了很多实用的旅游信息，让我们的旅行更加轻松愉快。他还经常提醒我们注意安全，确保我们的旅行顺利进行。总之，他的服务让我们的旅行变得更加完美，我们对他表示感谢。,积极
去*户,河南,小吴导游讲解很细致，性价比高！,积极
去*户,陕西,五星好评 丁艺导游小姐姐讲解清晰  还帮忙带娃  孩子超级喜欢跟她,积极
去*户,广东,旅行车很舒适，导游和司机都很好，消费透明，没有强制消费，行程安排合理，导游介绍生动有趣，团餐吃的很好，有当地的特色菜，长恨歌真的很惊艳,积极
i*1,江苏,这次的旅行安排得很好，既紧凑又合理。我们从早上9:30开始参观，一直到下午5点多才结束。虽然有些累，但收获很大。,积极
o*0,江苏,导游小张非常专业和热情，他的讲解让我们对历史有了更深入的了解。他不仅知识渊博，还非常有耐心，总是能解答我们提出的问题。,积极
去*户,江苏,总的来说，这次旅行非常满意，我会推荐给更多的朋友和家人。感谢去哪儿旅行和全体工作人员的辛勤付出！期待再次合作！,积极
e*5,江苏,导游小张带我们游览兵马俑时，他模仿了一个兵马俑的姿势，引得大家哈哈大笑，这个有趣的经历让我印象深刻。,积极
去*户,江苏,感谢去哪儿旅行为我们提供了这次难忘的西安之旅！兵马俑、华清宫和骊山的美景让我们流连忘返，尤其是夜晚的灯光秀更是让人叹为观止。,积极
高*8,陕西,服务很好，吃得可口，导游很热心！,积极
去*户,陕西,小胡导非常出色，历史文化讲解清楚，生动有趣😁 结合现代文化穿插讲解的非常深入，讲完之后再去看华清池，仿佛自己处在当时一般的感觉👍,积极
去*户,陕西,一天行程下来贾琛导游安排合理，不浪费时间的情况下也使得我们游玩的开心。早上华清宫景区两部分历史不靠听真是看不明白，尤其是西安事变景区非常的震撼，沉浸式的互动景区。中午我们吃的饺子宴，一直对旅游餐厅有忌讳，但是今天的餐吃的很愉快各色各样的饺子，而且还有特色饮料冰峰。下午的兵马俑也是气势磅礴。超值的一次体验，司机师傅也会早早停好车等我们。赞赞赞,积极
w*9,陕西,兰导服务态度好，讲解全面，专业素养能力强，全程没有强制性购物，全天玩的非常轻松愉快，,积极
水*目,陕西,在网上预订好门票，有景区导游打电话朕系你几点入园，预约讲解,积极
去*户,陕西,小胡导游讲解非常棒！既专业又热情！让我们有很愉快的旅行经验，团歺干净卫生，味道好！美团报团方便经济实惠！超赞👍🏻,积极
